code,META_LoincName,META_ReferenceUnit,META_DataType,raw_value_exact,row_count
BACULBLD//600-7,Bacteria identified in Blood by Culture,,Category,Candida parapsilosis complex,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 50L 70%,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 30L/35%,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC 10/8 RR 16 FiO2 50%,3
COVID19QLPCR//94500-6,SARS-CoV-2 (COVID-19) RNA [Presence] in Respiratory system specimen by NAA with probe detection,,,Indeterminate,3
TIBC//2500-7,Iron binding capacity [Mass/volume] in Serum or Plasma,mcg/dL,Number,<225,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,high flow,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,ECMO 100% S1,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,FIO2 80%,3
EOSABS//711-2,Eosinophils [#/volume] in Blood by Automated count,10Â³/uL,,----,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,50% + peep 8,3
FUCUL//580-1,Fungus identified in Specimen by Culture,,Category,Aspergillus sydowii,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 50L 30%,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 60L 40%,3
FUCULRSP//577-7,Fungus identified in Sputum by Culture,,Category,Trichoderma species,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,___,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"PC 14, RR 28, PEEP 5, 25%",3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,hfnc 40/20,3
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,">100,000 CFU/mL Klebsiella variicola",3
FOLATE//2284-8,Folate [Mass/volume] in Serum or Plasma,ng/mL,,SEE NOTE,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,2 L/min via NC,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,NC 1L/min,3
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,"30,000 CFU/mL Viridans group Streptococcus",3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40% FiO2 PEEP 5,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 40 40,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VC 265, RR 18, PEEP 5, 30%",3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"60%, +10",3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,50% + 8,3
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,See table below,3
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,"80,000 CFU/mL Citrobacter freundii complex",3
BACULRSP//6460-0,Bacteria identified in Sputum by Culture,,Category,Rare Acinetobacter johnsonii,3
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,"60,000 CFU/mL Citrobacter koseri",3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,5 LPM nc,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,ECMO 100%/2L,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"50% (PC 16/10, RR 22)",3
TIBC//2500-7,Iron binding capacity [Mass/volume] in Serum or Plasma,mcg/dL,Number,<66,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,90%+10,3
BACULRSP//6460-0,Bacteria identified in Sputum by Culture,,Category,Many Beta Streptococcus group G,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC 40%/ S3 70%,3
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,">100,000 CFU/mL Probable Staphylococcus aureus",3
BACULRSP//6460-0,Bacteria identified in Sputum by Culture,,Category,Rare Probable Candida albicans,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC 40,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,35%35L,3
CHOL//2093-3,Cholesterol [Mass/volume] in Serum or Plasma,mg/dL,,>3200,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,trach on vent 30%,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,NC 1 L,3
TOXOPLIGM//12262-2,Toxoplasma gondii IgM Ab [Titer] in Serum by Immunoassay,,Category,Positive,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 30%/15L,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,fi02 60%,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HF 30% 20L,3
BACULRSP//6460-0,Bacteria identified in Sputum by Culture,,Category,Moderate Escherichia coli-like colonies,3
BACULBLD//600-7,Bacteria identified in Blood by Culture,,Category,Pluralibacter gergoviae,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40% HFTC,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC+ 50%,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,50% HFNC,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VA ECMO sweep 2 100%,3
K//2823-3,Potassium [Moles/volume] in Serum or Plasma,mmol/L,,>10,3
BACULBLD//600-7,Bacteria identified in Blood by Culture,,Category,Aerococcus species,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,100%. Peep 12,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,35% FIO2 V/C,3
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,"<10,000 CFU/mL Probable Staphylococcus aureus",3
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,">100,000 CFU/mL Candida lusitaniae",3
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,"10,000 CFU/mL Morganella morganii",3
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,"80,000 CFU/mL Viridans strep-like colonies",3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,1L O2 NC,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,fio2 50 peep 10,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"40% 40LPM Trach, 100% ECMO",3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,CPAP 40%,3
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,"80,000 CFU/mL Staphylococcus saprophyticus",3
FACTOR5//3193-0,Coagulation factor V activity actual/normal in Platelet poor plasma by Coagulation assay,% act.,Number,<5,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,32%,3
BACULRSP//6460-0,Bacteria identified in Sputum by Culture,,Category,Rare Acinetobacter species,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 75% 60L,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"PS 5/8, 40%",3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC 40% PEEP 5,3
BACULRSP//6460-0,Bacteria identified in Sputum by Culture,,Category,Rare Non-Fermenting Gram Negative Rod,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,,1LPM,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PS 5/5/50%,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC 30%/ 5+,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,V30 E70 sw2,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,4L / NC,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"HFNC 25%, 40L/min",3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC 40% VV S3 FiO2 100%,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 35%/20L,3
TIBC//2500-7,Iron binding capacity [Mass/volume] in Serum or Plasma,mcg/dL,Number,<76,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,ECMO 100% VENT 40%,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"PS 15/5, 30%",3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"ECMO Sweep 2, FiO2 80%",3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,100%ECMO,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 40/60%,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,ps 40%,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,87%,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"40% FiO2, PEEP 8",3
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,Undetermined Number Escherichia coli,3
BNP//30934-4,Natriuretic peptide B [Mass/volume] in Serum or Plasma,pg/mL,Number,>4949,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 40L 80%,3
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,"40,000 CFU/mL Proteus mirabilis",3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,5/100%,3
TIBC//2500-7,Iron binding capacity [Mass/volume] in Serum or Plasma,mcg/dL,Number,<233,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,fio2 40 peep 10,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFTC 30% 30L,3
BACULRSP//6460-0,Bacteria identified in Sputum by Culture,,Category,Moderate Pantoea species,3
SIROLIMUS//29247-4,Sirolimus [Mass/volume] in Blood,ng/mL,Number,<2.0,3
CREATRANUR//2161-8,Creatinine [Mass/volume] in Urine,mg/dL,,>7350.0,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC 450/R20/5/30,3
CD4ABSCT//8127-3,Deprecated CD4 cells [#/volume] in Blood,/cmm,,<1,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40%. Peep 8,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC+ 350/14/10/50%,3
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,Few Coagulase negative Staphylococcus,3
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,"80,000 CFU/mL Coagulase negative Staphylococcus-like colonies",3
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,Many Coryneform bacteria,3
AMIKTROUGH//3321-7,Amikacin [Mass/volume] in Serum or Plasma --trough,mcg/mL,,<2.0,3
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,Few Pseudomonas putida,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC 26/325/5/100%,3
BACULRSP//6460-0,Bacteria identified in Sputum by Culture,,Category,Many Streptococcus agalactiae,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,ETT 50%,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 40L/55%,3
BACULBLD//600-7,Bacteria identified in Blood by Culture,,Category,Gram Negative Coccobacilli,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,ps 5/5 30%,3
TIBC//2500-7,Iron binding capacity [Mass/volume] in Serum or Plasma,mcg/dL,Number,<137,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VC+ 30%, VA ECMO 100% sw 0.5",3
CURBC//5630-9,Copper [Mass/volume] in Red Blood Cells,mg/L,,TEST NOT PERFORMED,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC240/25/+5/30%,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PS 8/5,3
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,">100,000 CFU/mL Acinetobacter ursingii",3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,RA / VA ECMO 100% 2LPM,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,TC 6L 28%,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,ecmo 100%/sweep 4/vent 50%,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,4L nasal cannula,3
FUCULBLD//601-5,Fungus identified in Blood by Culture,,Category,Probable Staphylococcus aureus,3
CO2//20565-8,"Carbon dioxide, total [Moles/volume] in Blood",mmol/L,,Test Not Performed,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40L 60% HFNC,3
TESTOS//2986-8,Testosterone [Mass/volume] in Serum or Plasma,ng/dL,,<1,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC 400/26/8/50%,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC40%,3
TIBC//2500-7,Iron binding capacity [Mass/volume] in Serum or Plasma,mcg/dL,Number,<354,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PEEP 5 40%,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,5 peep 30 fio2,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,50% ecmo/sweep 3,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40% PC 12/8 RR 18,3
TIBC//2500-7,Iron binding capacity [Mass/volume] in Serum or Plasma,mcg/dL,Number,<292,3
ALBUMIN//1751-7,Albumin [Mass/volume] in Serum or Plasma,g/dL,,Test Not Performed,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,ECMO 100% VENT 70%,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,FIO2 100%,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,30% HFNC 30LPM,3
LH//10501-5,Lutropin [Units/volume] in Serum or Plasma,mIU/mL,Number,>200,3
CYCLOPK2HR//32997-9,cycloSPORINE [Mass/volume] in Blood --2 hours post dose,mcg/mL,Number,<0.030,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,.5L,3
PLT//13056-7,Platelets [#/volume] in Plasma by Automated count,x10E3/uL,,">24,785",3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 20L/30%,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,1.5 liters,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"FiO2 = 60%, PEEP 5",3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFTC 40%/50L,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,80% PEEP 8,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PS 15/8 35%,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC 370/12/5/35%,3
TIBC//2500-7,Iron binding capacity [Mass/volume] in Serum or Plasma,mcg/dL,Number,<279,3
GENTRAND//35668-3,Gentamicin [Mass/volume] in Serum or Plasma,mcg/mL,,<0.6,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,TC 35% 14L,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"PS 10/5, 40% ECMO100%S4",3
T3TOTAL//3053-6,Triiodothyronine (T3) [Mass/volume] in Serum or Plasma,ng/dL,,<20,3
BACULBLD//600-7,Bacteria identified in Blood by Culture,,Category,Staphylococcus pseudintermedius/intermedius ,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PS 7/16 60%,3
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,"10,000 CFU/mL Enterobacter cloacae complex",3
HGBA1C//4548-4,Hemoglobin A1c/Hemoglobin.total in Blood,%,Number,7.8%,3
TIBC//2500-7,Iron binding capacity [Mass/volume] in Serum or Plasma,mcg/dL,Number,<310,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC/30%,3
WBC//6690-2,Leukocytes [#/volume] in Blood by Automated count,x10E3/uL,Number,<0.10,3
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,"20,000 CFU/mL Staphylococcus-like colonies",3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,90% FiO2 on vent,3
PTHINT//2731-8,Parathyrin.intact [Mass/volume] in Serum or Plasma,pg/mL,,<2,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,50% 30 L,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC24 Tv330 PEEP5 40%,3
GFRADINFO//8251-1,Service comment,,,Test Not Performed,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40% PEEP 8 PS 10,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"50%, 30L",3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"ECMO 100%, sweep 3, vent 40%",3
BACULBLD//600-7,Bacteria identified in Blood by Culture,,Category,Gram Variable Rod,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PS 7/8 25%,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PS 7/5 28%,3
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,"20,000 CFU/mL Enterobacter cloacae complex",3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,100% vent,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,60L/100%,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC RR 14 PEEP 5 30%,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC 40% + VV ECMO 100% 15LPM,3
A1ATRYPPHEN//32769-2,Alpha 1 antitrypsin phenotype [Interpretation] in Serum or Plasma,,,IM,3
TIBC//2500-7,Iron binding capacity [Mass/volume] in Serum or Plasma,mcg/dL,Number,<235,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,100% HFNC 40L,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,96%,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,NC 5 L/min,3
PROTUR//20454-5,Protein [Presence] in Urine by Test strip,,,100+,3
GFRESTNOAA//48642-3,"Glomerular filtration rate/1.73 sq M.predicted among non-blacks [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (MDRD)",,,Test Not Performed,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,3LPM NC,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 40L50%,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,100%/100%,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PS 10/8 50%,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,vent fio2 50%,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"30%, 15L",3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PS 5/5 @ 30%,3
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,">100,000 CFU/mL Streptococcus anginosus",3
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,"40,000 CFU/mL Viridans group Streptococcus",3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC 400 RR 30 PEEP 12 70% FIO2,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,Pressure support 30%,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,vc 34/16/100%,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,,8L,3
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,"40,000 CFU/mL Staphylococcus aureus",3
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,"50,000 CFU/mL Pseudomonas putida",3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40% FiO2 PEEP 10,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,30/30 HFNC,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,5L NC iNO 40 ppm,3
BACULBLD//600-7,Bacteria identified in Blood by Culture,,Category,Ochrobactrum anthropi,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 50% 15L,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,ET VC 25%,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40%10L,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,,56%,3
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,Few Candida parapsilosis,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40% + PEEP 10,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VC+ 16, 440, 10, 30%",3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,50%PEEP8,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,50% FIO2,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40% PEEP 5 PS 10,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,%100,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,50% supine,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,30%VC+5,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,30% PC18 RR14 PEEP5,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 80% 50L,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"HFNC 100%, 50L",3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,pc 40%,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,pc 14/5/40%,3
BLDCELLSTL//13655-6,Leukocytes [Presence] in Stool by Light microscopy,,,Few Leukocytes,3
T3INDX//3051-0,Triiodothyronine (T3) Free [Mass/volume] in Serum or Plasma,,,Test Not Performed,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VV ECMO sweep 2 100%,3
KETONES//2513-0,Ketones [Presence] in Serum or Plasma,,,UNDILUTED,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,30%+10,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,FiO2 50% 40L,3
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 80%/30L,3
