code,META_LoincName,META_ReferenceUnit,META_DataType,raw_value_exact,row_count,bucket
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,100%/peep 10,3,free_text
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,">100,000 CFU/mL Enterococcus raffinosus",3,organism
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,100% ECMO/Sweep 7/Vent 100%,3,free_text
TIBC//2500-7,Iron binding capacity [Mass/volume] in Serum or Plasma,mcg/dL,Number,<82,3,numeric_like
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC 14/8 40%,3,free_text
BACULRSP//6460-0,Bacteria identified in Sputum by Culture,,Category,Few Mold,3,ordinal
TIBC//2500-7,Iron binding capacity [Mass/volume] in Serum or Plasma,mcg/dL,Number,<257,3,numeric_like
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VC 450, RR 12, PEEP 5, 40% FiO2",3,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC RR 35 60% PEEP 5,3,free_text
KETONES//2513-0,Ketones [Presence] in Serum or Plasma,,,Test Not Performed,3,free_text
BILITOT//15152-2,Bilirubin.conjugated [Mass/volume] in Serum or Plasma,mg/dL,,<0.1,3,numeric_like
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"PEEP 5, 30%",3,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 45% 40L,3,free_text
BACULBLD//600-7,Bacteria identified in Blood by Culture,,Category,Aeromonas species,3,organism
T3AUTO//3051-0,Triiodothyronine (T3) Free [Mass/volume] in Serum or Plasma,pg/dL,Number,>2900,3,numeric_like
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,Moderate Morganella morganii,3,ordinal
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,hfnc 40L 60%,3,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 25L 40%,3,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,NC 4 liters,3,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PS 10/5 fio2 40%,3,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 30% / 20LPM,3,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC 30%+5,3,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HF NC 40%/40L,3,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 60% 30L,3,free_text
BACULBLD//600-7,Bacteria identified in Blood by Culture,,Category,Clostridium species,3,organism
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC 14/8 60%,3,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC 16/360/40%/5,3,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,30% / PEEP 5,3,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,TC 28%/ 6L,3,free_text
MONOABS//742-7,Monocytes [#/volume] in Blood by Automated count,10Â³/uL,,----,3,unknown
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 50%40L,3,free_text
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,Rare Coryneform bacteria,3,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,30% PS 7/8,3,free_text
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,"50,000 CFU/mL Proteus penneri",3,organism
TIBC//2500-7,Iron binding capacity [Mass/volume] in Serum or Plasma,mcg/dL,Number,<293,3,numeric_like
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,face tent 40L 40%,3,free_text
ANAABTITER//9423-5,Nuclear Ab [Units/volume] in Serum by Immunofluorescence,titer,Category,1:320 ATYPICAL SPECKLED,3,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,60/40,3,numeric_like
REDSUBSTL//11060-1,Reducing substances [Presence] in Stool,,,4+ (2.0 g/dL),3,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,ps 45%,3,unknown
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,%,3,unknown
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,Few Viridans strep-like colonies,3,ordinal
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,nasal canula,3,free_text
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,"<10,000 CFU/mL Candida albicans",3,organism
FUCULRSP//577-7,Fungus identified in Sputum by Culture,,Category,Geotrichum species,3,organism
FUCUL//580-1,Fungus identified in Specimen by Culture,,Category,Aspergillus nidulans,3,organism
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC70%,3,unknown
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"PS 7/5, 35%",3,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,5/5 30%,3,unknown
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"PC 20, 10/10, 50%",3,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"HFNC 21%, 40 L",3,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,vc 400 28 +8 50%,3,free_text
BACULBLD//600-7,Bacteria identified in Blood by Culture,,Category,Meropenem-Resistant Acinetobacter Baumannii,3,organism
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"60%vent, 100%ecmo",3,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,30% PC 14/5,3,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VENT FIO2 30%,3,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PS 10/10/30%,3,free_text
BNP//30934-4,Natriuretic peptide B [Mass/volume] in Serum or Plasma,pg/mL,Number,>5065,3,numeric_like
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC 410; 26; 8; 75%,3,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"PC 50%, R-16, 8/+10",3,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,NC 0.5,3,unknown
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,28% FIO2,3,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,ECMO100%S2,3,unknown
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"PS 5/5, 25%",3,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC 24/315/5/30,3,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,50% VENT 100% ECMO,3,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VC+, TV420, PEEP10, 30%",3,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,50/100,3,numeric_like
TIBC//2500-7,Iron binding capacity [Mass/volume] in Serum or Plasma,mcg/dL,Number,<229,3,numeric_like
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,30%/PEEP8,3,unknown
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PS 70%,3,unknown
PHSTL//2755-7,pH of Stool,,,: 8.0,3,unknown
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,Many Pseudomonas fluorescens,3,organism
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,25%/peep5,3,unknown
CALCIUM//17861-6,Calcium [Mass/volume] in Serum or Plasma,mg/dL,,<0.8,3,numeric_like
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,50% Bipap,3,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40% 40 L HFNC,3,free_text
CURBC//5630-9,Copper [Mass/volume] in Red Blood Cells,mg/L,,Unable to calculate with a reason.,3,free_text
CRP//1988-5,C reactive protein [Mass/volume] in Serum or Plasma,mg/dL,Number,>19.0,3,numeric_like
FUCULBLD//601-5,Fungus identified in Blood by Culture,,Category,Enterobacter cloacae complex,3,organism
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,"100,000 CFU/mL Proteus penneri",3,organism
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,FIO 50%,3,unknown
PROTCAG//27820-0,Protein C Ag actual/normal in Platelet poor plasma by Immunoassay,% normal,,>150,3,numeric_like
CRYPTAGTRBLD//11473-6,Cryptococcus sp Ag [Titer] in Specimen,,,1:2,3,unknown
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HF NC 30%,3,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,vent 30/5,3,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,30% Peep 10,3,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,80% Peep 12,3,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 60%/60L,3,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"100% ECMO, 50% vent",3,free_text
PROTUR//20454-5,Protein [Presence] in Urine by Test strip,,,300mg/dl,3,numeric_like
TOXOPLIGM//12262-2,Toxoplasma gondii IgM Ab [Titer] in Serum by Immunoassay,,,Reactive,3,binary
HGBA1CHTL//4548-4,Hemoglobin A1c/Hemoglobin.total in Blood,%,,>14.0,3,numeric_like
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,50%/40L on HFNC,3,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,8L Simple Mask,3,free_text
FUCULRSP//577-7,Fungus identified in Sputum by Culture,,Category,Yeast-like organism,3,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PS 8/10 40%,3,free_text
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,"90,000 CFU/mL Methicillin Resistant Staphylococcus aureus",3,organism
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC+ 40% + 5,3,free_text
FUCULBLD//601-5,Fungus identified in Blood by Culture,,Category,Lactose Negative Gram Negative Rod,3,binary
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,"50,000 CFU/mL Aerococcus urinae",3,organism
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC 300/22/5/35%,3,free_text
KETONESUR//5797-6,Ketones [Mass/volume] in Urine by Test strip,,,Moderate- 40 mg/dL,3,ordinal
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,AVAP 30%,3,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"60% VC 420, PEEP 8, rate 28",3,free_text
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,">100,000 CFU/mL Burkholderia cepacia group",3,organism
BACULRSP//6460-0,Bacteria identified in Sputum by Culture,,Category,Many Pseudomonas fluorescens,3,organism
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,35% Peep 5,3,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,60% PEEP 7,3,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,30 vent,3,numeric_like
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,30% vent 100% S 2 ECMO,3,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,50% PEEP 10 p/c,3,free_text
TIBC//2500-7,Iron binding capacity [Mass/volume] in Serum or Plasma,mcg/dL,Number,<95,3,numeric_like
FUCULBLD//601-5,Fungus identified in Blood by Culture,,Category,Candida lusitaniae,3,organism
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40L 35%,3,unknown
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,ecmo 100% sweep 8; RA,3,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"HFNC 40L, 40%",3,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,ECMO 70% SWEEP 5 / VENT 50%,3,free_text
TIBC//2500-7,Iron binding capacity [Mass/volume] in Serum or Plasma,mcg/dL,Number,<236,3,numeric_like
BACULRSP//6460-0,Bacteria identified in Sputum by Culture,,Category,Geotrichum species,3,organism
EOSPCT//713-8,Eosinophils/100 leukocytes in Blood by Automated count,%,,----,3,unknown
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40L 45%,3,unknown
TIBC//2500-7,Iron binding capacity [Mass/volume] in Serum or Plasma,mcg/dL,Number,<264,3,numeric_like
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,30% FiO2 on PC 10/10,3,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,30% 30 L,3,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,Vent FiO2 @ 25%,3,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40% P10,3,unknown
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,Vent 50% ECMO 100%,3,free_text
BACULBLD//600-7,Bacteria identified in Blood by Culture,,Category,Finegoldia magna,3,free_text
ICALUNCOR//1994-3,Calcium.ionized [Moles/volume] in Blood,mmol/L,,Test Not Performed,3,free_text
FECALFATQUAL//2270-7,Fat [Presence] in Stool,,,FAT SLIGHTLY INCREASED,3,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,60%/60L,3,unknown
GFR//45066-8,"Creatinine and Glomerular filtration rate.predicted panel - Serum, Plasma or Blood",,,Test Not Performed,3,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC 14/550/30%/5,3,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 100% 8lpm,3,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40% 40 L/min,3,free_text
BACULBLD//600-7,Bacteria identified in Blood by Culture,,Category,Candida parapsilosis complex,3,organism
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 50L 70%,3,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 30L/35%,3,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC 10/8 RR 16 FiO2 50%,3,free_text
COVID19QLPCR//94500-6,SARS-CoV-2 (COVID-19) RNA [Presence] in Respiratory system specimen by NAA with probe detection,,,Indeterminate,3,units_as_values
TIBC//2500-7,Iron binding capacity [Mass/volume] in Serum or Plasma,mcg/dL,Number,<225,3,numeric_like
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,high flow,3,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,ECMO 100% S1,3,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,FIO2 80%,3,free_text
EOSABS//711-2,Eosinophils [#/volume] in Blood by Automated count,10Â³/uL,,----,3,unknown
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,50% + peep 8,3,free_text
FUCUL//580-1,Fungus identified in Specimen by Culture,,Category,Aspergillus sydowii,3,organism
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 50L 30%,3,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 60L 40%,3,free_text
FUCULRSP//577-7,Fungus identified in Sputum by Culture,,Category,Trichoderma species,3,organism
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,___,3,unknown
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"PC 14, RR 28, PEEP 5, 25%",3,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,hfnc 40/20,3,free_text
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,">100,000 CFU/mL Klebsiella variicola",3,organism
FOLATE//2284-8,Folate [Mass/volume] in Serum or Plasma,ng/mL,,SEE NOTE,3,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,2 L/min via NC,3,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,NC 1L/min,3,free_text
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,"30,000 CFU/mL Viridans group Streptococcus",3,organism
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40% FiO2 PEEP 5,3,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 40 40,3,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VC 265, RR 18, PEEP 5, 30%",3,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"60%, +10",3,unknown
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,50% + 8,3,unknown
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,See table below,3,free_text
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,"80,000 CFU/mL Citrobacter freundii complex",3,organism
BACULRSP//6460-0,Bacteria identified in Sputum by Culture,,Category,Rare Acinetobacter johnsonii,3,organism
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,"60,000 CFU/mL Citrobacter koseri",3,organism
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,5 LPM nc,3,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,ECMO 100%/2L,3,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"50% (PC 16/10, RR 22)",3,free_text
TIBC//2500-7,Iron binding capacity [Mass/volume] in Serum or Plasma,mcg/dL,Number,<66,3,numeric_like
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,90%+10,3,unknown
BACULRSP//6460-0,Bacteria identified in Sputum by Culture,,Category,Many Beta Streptococcus group G,3,organism
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC 40%/ S3 70%,3,free_text
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,">100,000 CFU/mL Probable Staphylococcus aureus",3,organism
BACULRSP//6460-0,Bacteria identified in Sputum by Culture,,Category,Rare Probable Candida albicans,3,organism
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC 40,3,unknown
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,35%35L,3,unknown
CHOL//2093-3,Cholesterol [Mass/volume] in Serum or Plasma,mg/dL,,>3200,3,numeric_like
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,trach on vent 30%,3,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,NC 1 L,3,unknown
TOXOPLIGM//12262-2,Toxoplasma gondii IgM Ab [Titer] in Serum by Immunoassay,,Category,Positive,3,binary
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 30%/15L,3,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,fi02 60%,3,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HF 30% 20L,3,free_text
BACULRSP//6460-0,Bacteria identified in Sputum by Culture,,Category,Moderate Escherichia coli-like colonies,3,organism
BACULBLD//600-7,Bacteria identified in Blood by Culture,,Category,Pluralibacter gergoviae,3,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40% HFTC,3,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC+ 50%,3,unknown
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,50% HFNC,3,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VA ECMO sweep 2 100%,3,free_text
K//2823-3,Potassium [Moles/volume] in Serum or Plasma,mmol/L,,>10,3,numeric_like
BACULBLD//600-7,Bacteria identified in Blood by Culture,,Category,Aerococcus species,3,organism
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,100%. Peep 12,3,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,35% FIO2 V/C,3,free_text
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,"<10,000 CFU/mL Probable Staphylococcus aureus",3,organism
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,">100,000 CFU/mL Candida lusitaniae",3,organism
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,"10,000 CFU/mL Morganella morganii",3,organism
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,"80,000 CFU/mL Viridans strep-like colonies",3,organism
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,1L O2 NC,3,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,fio2 50 peep 10,3,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"40% 40LPM Trach, 100% ECMO",3,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,CPAP 40%,3,free_text
